id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,counterpress,under_pressure,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,out,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,pass_aerial_won,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_head,off_camera,clearance_aerial_won,block_offensive,clearance_right_foot,miscontrol_aerial_won,clearance_left_foot,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,pass_deflected,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble_nutmeg,shot_first_time,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_advantage,foul_won_defensive,bad_behaviour_card_id,bad_behaviour_card_name,block_deflection,foul_won_advantage,pass_through_ball,pass_goal_assist,shot_open_goal,pass_inswinging,pass_straight,pass_no_touch,pass_cut_back,foul_committed_card_id,foul_committed_card_name,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,dribble_overrun,injury_stoppage_in_chain,shot_aerial_won,timestamp_seconds
328a7c79-d73a-4f73-8b2f-09d1106aa45f,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,1049,Granada,433.0,"[{'player': {'id': 8697, 'name': 'Andrés Eduardo Fernández Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4546, 'name': 'Dimitri Foulquier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 4498, 'name': 'Jean-Sylvain Claude Babin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 6702, 'name': 'David Rodríguez Lombán'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 7158, 'name': 'Cristiano Biraghi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 25707, 'name': 'Francisco Manuel Rico Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 24783, 'name': 'Javier Márquez Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6680, 'name': 'Rubén Rochina Naixes'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 6918, 'name': 'Isaac Ajayi Success'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 6847, 'name': 'Adalberto Peñaranda Maestre'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d83f3e22-c66f-4bdf-bc1c-d76a5e542f72,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,1049,Granada,1,Regular Play,209,Celta Vigo,4231.0,"[{'player': {'id': 6795, 'name': 'Rubén Blanco Veiga'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6802, 'name': 'Jonathan Castro Otto'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 6805, 'name': 'Hugo Mallo Novegil'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6794, 'name': 'Gustavo Daniel Cabral Cáceres'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 7577, 'name': 'Carles Planas Antolínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 19668, 'name': 'Augusto Matías Fernández'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 6797, 'name': 'Daniel Wass'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 27342, 'name': 'Josep Señé Escudero'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 7105, 'name': 'Fabián Ariel Orellana Valenzuela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 23785, 'name': ""Théo Bongonda Mbul''Ofeko Batombo""}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5217, 'name': 'Iago Aspas Juncal'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9cb03082-b41d-4d8f-967c-1d59f64c5423,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,209,Celta Vigo,,,['4b8cba2e-47d3-41a2-800a-f3c101022d7b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4b8cba2e-47d3-41a2-800a-f3c101022d7b,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,1049,Granada,1,Regular Play,1049,Granada,,,['9cb03082-b41d-4d8f-967c-1d59f64c5423'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
f67d1f40-adad-43d5-9cda-856f16b58c6d,5,1,00:00:00.279,0,0,2,0.228789,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['c80ed0d9-a0ac-4d24-b7f9-96426f6ee7ea'],"[60.0, 40.0]",5217.0,Iago Aspas Juncal,23.0,Center Forward,7105.0,Fabián Ariel Orellana Valenzuela,2.7,1.5707964,1.0,Ground Pass,"[60.0, 42.7]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279
c80ed0d9-a0ac-4d24-b7f9-96426f6ee7ea,6,1,00:00:00.508,0,0,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['f67d1f40-adad-43d5-9cda-856f16b58c6d'],"[60.0, 42.7]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508
1180ca1c-c22b-46e3-981f-bb13b1aa9f69,7,1,00:00:00.508,0,0,2,0.16,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['4e195afe-f1f5-4435-8a76-f30834703920', 'c80ed0d9-a0ac-4d24-b7f9-96426f6ee7ea']","[60.0, 42.7]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,,,,,,,,,,,,"[57.8, 39.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.508
4e195afe-f1f5-4435-8a76-f30834703920,8,1,00:00:00.668,0,0,2,1.274601,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['62815c3f-01c3-4a96-817c-69090b0520a8'],"[57.8, 39.9]",7105.0,Fabián Ariel Orellana Valenzuela,19.0,Center Attacking Midfield,6797.0,Daniel Wass,16.75858,-2.3519752,1.0,Ground Pass,"[46.0, 28.0]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.668
62815c3f-01c3-4a96-817c-69090b0520a8,9,1,00:00:01.943,0,1,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['4e195afe-f1f5-4435-8a76-f30834703920'],"[46.0, 28.0]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.943
81e0363b-fd9e-4476-827a-bfd9f89d8fb6,10,1,00:00:01.943,0,1,2,0.898612,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['320f1625-b833-4969-a36d-0acf34aa2396', '62815c3f-01c3-4a96-817c-69090b0520a8']","[46.0, 28.0]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,"[45.2, 24.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.943
320f1625-b833-4969-a36d-0acf34aa2396,11,1,00:00:02.841,0,2,2,1.37895,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['6c0129df-562f-441b-96fc-b8a508bc5952'],"[45.2, 24.7]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,7577.0,Carles Planas Antolínez,24.807257,-1.7001513,1.0,Ground Pass,"[42.0, 0.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.841
6c0129df-562f-441b-96fc-b8a508bc5952,12,1,00:00:04.220,0,4,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['320f1625-b833-4969-a36d-0acf34aa2396'],"[42.0, 0.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
937ca6b8-d5f3-4bc9-8f71-d8468986fde7,13,1,00:00:04.220,0,4,2,1.715236,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['6c0129df-562f-441b-96fc-b8a508bc5952', 'c1443ea3-fef8-4713-916c-a191877b8e55']","[42.0, 0.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,"[38.8, 5.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.22
c1443ea3-fef8-4713-916c-a191877b8e55,14,1,00:00:05.936,0,5,2,1.101663,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['a908b5f5-03a3-49db-b56b-d5f91f7a356e'],"[38.8, 5.3]",7577.0,Carles Planas Antolínez,6.0,Left Back,6794.0,Gustavo Daniel Cabral Cáceres,23.135471,2.389821,1.0,Ground Pass,"[21.9, 21.1]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.936
a908b5f5-03a3-49db-b56b-d5f91f7a356e,15,1,00:00:07.037,0,7,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['c1443ea3-fef8-4713-916c-a191877b8e55'],"[21.9, 21.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.037
0949e1d4-bce6-40ca-94a2-2ba0ffd94947,16,1,00:00:07.037,0,7,2,2.690917,43,Carry,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['a908b5f5-03a3-49db-b56b-d5f91f7a356e', 'f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd']","[21.9, 21.1]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,,,,,,,,,,,,"[23.8, 23.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.037
f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd,17,1,00:00:09.728,0,9,2,2.329465,30,Pass,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,"['209e2c66-a80f-4b8d-aec6-e0ecf0f0e4b0', '69b55971-44d6-42b0-944b-5adb2addd18e']","[23.8, 23.2]",6794.0,Gustavo Daniel Cabral Cáceres,5.0,Left Center Back,23785.0,Théo Bongonda Mbul''Ofeko Batombo,45.692886,-0.3577461,3.0,High Pass,"[66.6, 7.2]",,,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.728
69b55971-44d6-42b0-944b-5adb2addd18e,18,1,00:00:12.058,0,12,2,,42,Ball Receipt*,209,Celta Vigo,9,From Kick Off,209,Celta Vigo,,,['f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd'],"[65.5, 6.1]",23785.0,Théo Bongonda Mbul''Ofeko Batombo,21.0,Left Wing,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.058
209e2c66-a80f-4b8d-aec6-e0ecf0f0e4b0,19,1,00:00:12.058,0,12,3,2.105715,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['4305f568-01dd-4258-bb56-1f0df38b8813', 'f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd']","[53.5, 72.9]",4546.0,Dimitri Foulquier,2.0,Right Back,6680.0,Rubén Rochina Naixes,17.149343,-0.075877436,3.0,High Pass,"[70.6, 71.6]",66.0,Recovery,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.058
4305f568-01dd-4258-bb56-1f0df38b8813,20,1,00:00:14.163,0,14,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['209e2c66-a80f-4b8d-aec6-e0ecf0f0e4b0'],"[70.6, 71.6]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.163
4c14a7f7-262e-43cb-9deb-40f519114207,21,1,00:00:14.163,0,14,3,0.113687,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['4305f568-01dd-4258-bb56-1f0df38b8813', 'e31c90a6-861b-48dc-8459-9add410e8aaf']","[70.6, 71.6]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,"[70.6, 71.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.163
e31c90a6-861b-48dc-8459-9add410e8aaf,22,1,00:00:14.277,0,14,3,0.0,38,Miscontrol,1049,Granada,1,Regular Play,1049,Granada,,,,"[70.6, 71.2]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.277
1efadf89-c8a0-4dc8-843a-682a50333c99,23,1,00:00:14.670,0,14,3,0.0,2,Ball Recovery,1049,Granada,1,Regular Play,209,Celta Vigo,,,,"[50.1, 8.5]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.67
42e197e2-2a87-473e-8a86-1d6dfc3aedea,24,1,00:00:15.732,0,15,3,0.329092,17,Pressure,1049,Granada,1,Regular Play,209,Celta Vigo,,,['f4938aa7-e84d-4945-9d4e-8dde8d0bd556'],"[42.3, 9.7]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.732
f4938aa7-e84d-4945-9d4e-8dde8d0bd556,25,1,00:00:15.976,0,15,3,0.923293,30,Pass,1049,Granada,1,Regular Play,1049,Granada,,,"['42e197e2-2a87-473e-8a86-1d6dfc3aedea', 'a13e9d66-6489-42e8-8f5a-2996598c27f3']","[80.6, 71.4]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,6680.0,Rubén Rochina Naixes,7.81025,-2.2655346,1.0,Ground Pass,"[75.6, 65.4]",66.0,Recovery,40.0,Right Foot,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.976
a13e9d66-6489-42e8-8f5a-2996598c27f3,26,1,00:00:16.899,0,16,3,,42,Ball Receipt*,1049,Granada,1,Regular Play,1049,Granada,,,['f4938aa7-e84d-4945-9d4e-8dde8d0bd556'],"[75.6, 65.4]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.899
3570bf42-2508-4529-91c0-ccad5c3a86fc,27,1,00:00:16.899,0,16,3,1.337659,43,Carry,1049,Granada,1,Regular Play,1049,Granada,,,"['233c2a36-a8e8-4ff8-a7fb-a320b9601d75', 'a13e9d66-6489-42e8-8f5a-2996598c27f3', 'e0b0a5d3-fb32-415a-ba55-6108ec88e8aa']","[75.6, 65.4]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,"[81.3, 57.4]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.899
e0b0a5d3-fb32-415a-ba55-6108ec88e8aa,28,1,00:00:17.417,0,17,3,0.604685,17,Pressure,1049,Granada,1,Regular Play,209,Celta Vigo,,,['3570bf42-2508-4529-91c0-ccad5c3a86fc'],"[40.4, 17.5]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.417
233c2a36-a8e8-4ff8-a7fb-a320b9601d75,29,1,00:00:18.237,0,18,3,0.0,3,Dispossessed,1049,Granada,1,Regular Play,1049,Granada,,,['46343686-ae30-4f15-a6fe-011f4a0558c0'],"[81.3, 57.4]",6680.0,Rubén Rochina Naixes,17.0,Right Wing,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.237
46343686-ae30-4f15-a6fe-011f4a0558c0,30,1,00:00:18.237,0,18,4,0.0,4,Duel,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['233c2a36-a8e8-4ff8-a7fb-a320b9601d75'],"[38.8, 22.7]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,,,,,,,True,True,4.0,Won,11.0,Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.237
0a095ad8-e4dd-49af-b8fb-ef25de6d2679,31,1,00:00:18.237,0,18,4,1.372807,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['307157e0-69c6-426e-b8a5-e694ff0be7fb', '46343686-ae30-4f15-a6fe-011f4a0558c0']","[38.8, 22.7]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,,,,,,,,,,,,"[35.0, 17.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.237
307157e0-69c6-426e-b8a5-e694ff0be7fb,32,1,00:00:19.610,0,19,4,1.124159,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['d7e2acbe-657d-4465-a03e-204e02c4a973'],"[35.0, 17.7]",6797.0,Daniel Wass,11.0,Left Defensive Midfield,7577.0,Carles Planas Antolínez,8.682166,-2.1428258,1.0,Ground Pass,"[30.3, 10.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.61
d7e2acbe-657d-4465-a03e-204e02c4a973,33,1,00:00:20.734,0,20,4,,42,Ball Receipt*,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['307157e0-69c6-426e-b8a5-e694ff0be7fb'],"[30.3, 10.4]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.734
32e7a78f-b639-4e5e-8f44-69173e5c7ed5,34,1,00:00:20.734,0,20,4,1.635616,43,Carry,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,"['9e749478-68a6-42ce-8da7-0200e6486eea', 'bfe823ee-75b7-44a3-8fa4-776137b1aafc', 'd7e2acbe-657d-4465-a03e-204e02c4a973']","[30.3, 10.4]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,,,,,,,,,,"[26.7, 2.1]",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.734
bfe823ee-75b7-44a3-8fa4-776137b1aafc,35,1,00:00:21.633,0,21,4,0.735051,17,Pressure,209,Celta Vigo,1,Regular Play,1049,Granada,,,['32e7a78f-b639-4e5e-8f44-69173e5c7ed5'],"[91.8, 74.9]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.633
9e749478-68a6-42ce-8da7-0200e6486eea,36,1,00:00:22.369,0,22,4,0.118922,30,Pass,209,Celta Vigo,1,Regular Play,209,Celta Vigo,,,['5c3b99b3-1fe2-4055-8287-53a7757f3901'],"[26.7, 2.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,,,2.6925824,-0.26299474,2.0,Low Pass,"[29.3, 1.4]",,,38.0,Left Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.369
5c3b99b3-1fe2-4055-8287-53a7757f3901,37,1,00:00:22.488,0,22,4,0.0,6,Block,209,Celta Vigo,1,Regular Play,1049,Granada,,,['9e749478-68a6-42ce-8da7-0200e6486eea'],"[90.8, 78.7]",6847.0,Adalberto Peñaranda Maestre,23.0,Center Forward,,,,,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.488
6fa904e2-5a1d-4a41-a10a-6a51dc6da6aa,38,1,00:00:34.824,0,34,5,1.64592,30,Pass,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['a650fb5a-e695-4532-a6e6-96f50710b608'],"[29.5, 0.1]",7577.0,Carles Planas Antolínez,6.0,Left Back,5217.0,Iago Aspas Juncal,26.024988,0.40690994,3.0,High Pass,"[53.4, 10.4]",67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.824
a650fb5a-e695-4532-a6e6-96f50710b608,39,1,00:00:36.470,0,36,5,,42,Ball Receipt*,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,['6fa904e2-5a1d-4a41-a10a-6a51dc6da6aa'],"[53.4, 10.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.47
1e641ba8-6987-44ec-8970-fb7d51fd87e0,40,1,00:00:36.470,0,36,5,0.038829,43,Carry,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,"['a650fb5a-e695-4532-a6e6-96f50710b608', 'eb18e600-43b0-4448-95a2-a8bf3ce3e2bf']","[53.4, 10.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,"[53.4, 10.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.47
eb18e600-43b0-4448-95a2-a8bf3ce3e2bf,41,1,00:00:36.509,0,36,5,0.0,38,Miscontrol,209,Celta Vigo,4,From Throw In,209,Celta Vigo,,,,"[53.4, 10.4]",5217.0,Iago Aspas Juncal,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.509
