id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,interception_outcome_id,interception_outcome_name,counterpress,dribble_outcome_id,dribble_outcome_name,pass_switch,off_camera,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_body_part_id,shot_body_part_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_aerial_won,foul_committed_type_id,foul_committed_type_name,pass_through_ball,pass_technique_id,pass_technique_name,duel_outcome_id,duel_outcome_name,out,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_no_touch,foul_won_defensive,shot_first_time,dribble_overrun,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,foul_committed_advantage,foul_won_advantage,pass_inswinging,miscontrol_aerial_won,ball_recovery_recovery_failure,clearance_left_foot,pass_outswinging,foul_committed_penalty,foul_won_penalty,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,block_deflection,bad_behaviour_card_id,bad_behaviour_card_name,50_50_outcome_id,50_50_outcome_name,foul_committed_card_id,foul_committed_card_name,shot_one_on_one,foul_committed_offensive,dribble_nutmeg,pass_miscommunication,injury_stoppage_in_chain,timestamp_seconds
1e6fc87c-5a48-4ea1-9702-8c1c64809ee2,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,207,Valencia,433.0,"[{'player': {'id': 3240, 'name': 'Mathew Ryan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 6663, 'name': 'Antonio Barragán Fernández'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 10037, 'name': 'Danilo Barbosa da Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 12}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18724, 'name': 'Sofiane Feghouli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 6763, 'name': 'Pablo Daniel Piatti'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
86a7bfda-619e-43b4-8fa9-509ad356895b,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,1041,Sporting Gijón,4231.0,"[{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 16332, 'name': 'Ognjen Vranješ'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6561, 'name': 'Luis Hernández Rodríguez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 8818, 'name': 'Jorge Meré Pérez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 24263, 'name': 'Ismael López Blanco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 27526, 'name': 'Rachid Aït-Atmane'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 13107, 'name': 'Sergio Álvarez Díaz'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 23848, 'name': 'Carlos Carmona Bonet'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 40822, 'name': ""Daniel Arnaud N''Di\t""}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 33}, {'player': {'id': 6581, 'name': 'Jonathan Rodríguez Menéndez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 6880, 'name': 'Arnaldo Antonio Sanabria Ayala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 20}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
7398db75-f30d-4f31-8882-e57ffed56d96,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,207,Valencia,,,['58ddf1dc-4956-477e-9dab-3239b42bd8fd'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
58ddf1dc-4956-477e-9dab-3239b42bd8fd,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,1041,Sporting Gijón,,,['7398db75-f30d-4f31-8882-e57ffed56d96'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
9abd3429-8c35-4b1c-b181-0c8040c31ee3,5,1,00:00:00.426,0,0,2,0.588364,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['bccf7d8a-2f88-4dd3-a491-fd84985fdf12'],"[61.0, 40.1]",6763.0,Pablo Daniel Piatti,21.0,Left Wing,18724.0,Sofiane Feghouli,3.1241,2.2655346,1.0,Ground Pass,"[59.0, 42.5]",38.0,Left Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.426
bccf7d8a-2f88-4dd3-a491-fd84985fdf12,6,1,00:00:01.015,0,1,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['9abd3429-8c35-4b1c-b181-0c8040c31ee3'],"[59.0, 42.5]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015
74636bbf-c5a8-47c2-b4d4-a52f60b27399,7,1,00:00:01.015,0,1,2,0.226111,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['8c58c20b-c08a-4f66-9e31-005b0407c3e6', 'bccf7d8a-2f88-4dd3-a491-fd84985fdf12']","[59.0, 42.5]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,"[59.8, 41.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.015
8c58c20b-c08a-4f66-9e31-005b0407c3e6,8,1,00:00:01.241,0,1,2,1.698942,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,['56ab5c44-ceaf-4799-99af-4fa103dad804'],"[59.8, 41.2]",18724.0,Sofiane Feghouli,17.0,Right Wing,3638.0,Shkodran Mustafi,26.348625,2.797037,1.0,Ground Pass,"[35.0, 50.1]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.241
56ab5c44-ceaf-4799-99af-4fa103dad804,9,1,00:00:02.940,0,2,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['8c58c20b-c08a-4f66-9e31-005b0407c3e6'],"[35.0, 50.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
19821fb2-ac73-4fdc-b002-9927783f1ce7,10,1,00:00:02.940,0,2,2,1.308652,43,Carry,207,Valencia,9,From Kick Off,207,Valencia,,,"['10e79646-bd00-4d70-a684-277838912da8', '56ab5c44-ceaf-4799-99af-4fa103dad804', '6f328035-86ea-4180-a369-14b5a4ca6825']","[35.0, 50.1]",3638.0,Shkodran Mustafi,3.0,Right Center Back,,,,,,,,,,,,"[34.3, 50.6]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94
10e79646-bd00-4d70-a684-277838912da8,11,1,00:00:03.797,0,3,2,0.467581,17,Pressure,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,"['19821fb2-ac73-4fdc-b002-9927783f1ce7', '6f328035-86ea-4180-a369-14b5a4ca6825']","[79.9, 28.3]",6880.0,Arnaldo Antonio Sanabria Ayala,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.797
6f328035-86ea-4180-a369-14b5a4ca6825,12,1,00:00:04.248,0,4,2,2.767484,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['10e79646-bd00-4d70-a684-277838912da8', '1fe9849c-4688-4afc-91ce-761413589820', '5afa34ee-4603-4add-8503-40fc9b17168e']","[34.3, 50.6]",3638.0,Shkodran Mustafi,3.0,Right Center Back,20542.0,Álvaro Negredo Sánchez,55.780014,-0.6442182,3.0,High Pass,"[78.9, 17.1]",40.0,Right Foot,,,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.248
1fe9849c-4688-4afc-91ce-761413589820,13,1,00:00:07.016,0,7,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['6f328035-86ea-4180-a369-14b5a4ca6825'],"[78.1, 17.6]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.016
99dee6d5-2225-4407-b729-a9622bb6006c,14,1,00:00:07.016,0,7,2,0.0,4,Duel,207,Valencia,9,From Kick Off,207,Valencia,,,['5afa34ee-4603-4add-8503-40fc9b17168e'],"[78.9, 17.1]",20542.0,Álvaro Negredo Sánchez,23.0,Center Forward,,,,,,,,,,,,,True,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.016
5afa34ee-4603-4add-8503-40fc9b17168e,15,1,00:00:07.016,0,7,2,0.0,9,Clearance,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,"['6f328035-86ea-4180-a369-14b5a4ca6825', '99dee6d5-2225-4407-b729-a9622bb6006c']","[41.2, 63.0]",13107.0,Sergio Álvarez Díaz,11.0,Left Defensive Midfield,,,,,,,,,,,,,True,,,,,,,True,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.016
802ef63e-6846-46a9-af89-516980690345,16,1,00:00:09.400,0,9,2,1.031917,30,Pass,207,Valencia,9,From Kick Off,207,Valencia,,,"['cbe23cb4-fc7b-4786-9eed-ac8d3157f44d', 'de1f10ea-c902-4c9b-bece-2f640f94f782']","[67.3, 36.1]",10037.0,Danilo Barbosa da Silva,13.0,Right Center Midfield,18724.0,Sofiane Feghouli,7.1421285,0.7952988,3.0,High Pass,"[72.3, 41.2]",37.0,Head,66.0,Recovery,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4
de1f10ea-c902-4c9b-bece-2f640f94f782,17,1,00:00:10.432,0,10,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,207,Valencia,,,['802ef63e-6846-46a9-af89-516980690345'],"[72.9, 43.0]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.432
cbe23cb4-fc7b-4786-9eed-ac8d3157f44d,18,1,00:00:10.432,0,10,2,0.0,10,Interception,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,['802ef63e-6846-46a9-af89-516980690345'],"[47.8, 38.9]",27526.0,Rachid Aït-Atmane,9.0,Right Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.432
9f3b0e68-2dd8-43a8-b9d0-bea663ff8d3a,19,1,00:00:11.230,0,11,2,1.602906,17,Pressure,207,Valencia,9,From Kick Off,207,Valencia,,,"['50cefa30-6079-49d9-aaba-65f433994238', 'de7a4fb8-f9ca-4fb3-91f6-bb25396aab84']","[70.2, 43.7]",10037.0,Danilo Barbosa da Silva,13.0,Right Center Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.23
50cefa30-6079-49d9-aaba-65f433994238,20,1,00:00:11.929,0,11,2,0.0,2,Ball Recovery,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,['9f3b0e68-2dd8-43a8-b9d0-bea663ff8d3a'],"[47.8, 32.2]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.929
de7a4fb8-f9ca-4fb3-91f6-bb25396aab84,21,1,00:00:11.929,0,11,2,0.920336,43,Carry,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,"['0f3a6ddd-706b-4de2-9d2b-081b7dd63633', '498a599f-67f9-4181-8de0-43f23ff4e7be', '50cefa30-6079-49d9-aaba-65f433994238', '9f3b0e68-2dd8-43a8-b9d0-bea663ff8d3a']","[47.8, 32.2]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,"[50.6, 30.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.929
0f3a6ddd-706b-4de2-9d2b-081b7dd63633,22,1,00:00:12.013,0,12,2,0.729433,17,Pressure,207,Valencia,9,From Kick Off,207,Valencia,,,['de7a4fb8-f9ca-4fb3-91f6-bb25396aab84'],"[68.3, 51.6]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.013
ab5c5a82-c956-483f-ae6d-2d5342761ede,23,1,00:00:12.849,0,12,2,0.0,39,Dribbled Past,207,Valencia,9,From Kick Off,207,Valencia,,,"['498a599f-67f9-4181-8de0-43f23ff4e7be', '60e0b405-3276-4773-89c9-c89054f3cca9']","[69.5, 50.1]",18724.0,Sofiane Feghouli,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.849
498a599f-67f9-4181-8de0-43f23ff4e7be,24,1,00:00:12.849,0,12,2,0.0,14,Dribble,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,['ab5c5a82-c956-483f-ae6d-2d5342761ede'],"[50.6, 30.0]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,,True,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.849
60e0b405-3276-4773-89c9-c89054f3cca9,25,1,00:00:12.849,0,12,2,2.099699,43,Carry,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,"['498a599f-67f9-4181-8de0-43f23ff4e7be', 'a1e77fff-10a9-489e-a986-ea0f46dab7ad', 'ab5c5a82-c956-483f-ae6d-2d5342761ede']","[50.6, 30.0]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,,,,,,,,,,,,"[55.7, 18.0]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.849
a1e77fff-10a9-489e-a986-ea0f46dab7ad,26,1,00:00:14.949,0,14,2,2.08023,30,Pass,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,['7f2bf553-35ce-494a-aded-ebe13b797ba6'],"[55.7, 18.0]",40822.0,Daniel Arnaud N''Di	,19.0,Center Attacking Midfield,6581.0,Jonathan Rodríguez Menéndez,21.66218,-0.9725508,1.0,Ground Pass,"[67.9, 0.1]",38.0,Left Foot,,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.949
7f2bf553-35ce-494a-aded-ebe13b797ba6,27,1,00:00:17.029,0,17,2,,42,Ball Receipt*,207,Valencia,9,From Kick Off,1041,Sporting Gijón,,,['a1e77fff-10a9-489e-a986-ea0f46dab7ad'],"[69.8, 1.6]",6581.0,Jonathan Rodríguez Menéndez,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.029
ac818ba1-86c9-410f-a55c-4487b5d6f8c9,28,1,00:00:20.596,0,20,3,2.077306,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['45db81a8-dabf-40d5-8176-11586e8ecf3e'],"[51.7, 80.0]",6663.0,Antonio Barragán Fernández,2.0,Right Back,5741.0,Enzo Nicolás Pérez,28.205673,-1.6916333,2.0,Low Pass,"[48.3, 52.0]",,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.596
45db81a8-dabf-40d5-8176-11586e8ecf3e,29,1,00:00:22.673,0,22,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['ac818ba1-86c9-410f-a55c-4487b5d6f8c9'],"[48.3, 52.0]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.673
ef15b9a8-0ed5-482e-a668-0c23988a2180,30,1,00:00:22.673,0,22,3,1.273308,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['45db81a8-dabf-40d5-8176-11586e8ecf3e', 'e76e0000-5f7b-4ac9-8b41-177c12ca80c1']","[48.3, 52.0]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,,,,,,,,,,,,"[44.9, 49.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.673
e76e0000-5f7b-4ac9-8b41-177c12ca80c1,31,1,00:00:23.946,0,23,3,1.887435,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['389fe366-0007-4c44-bb8b-736d584473e4'],"[44.9, 49.7]",5741.0,Enzo Nicolás Pérez,10.0,Center Defensive Midfield,4406.0,Aymen Abdennour,18.120155,-1.8331761,1.0,Ground Pass,"[40.2, 32.2]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.946
389fe366-0007-4c44-bb8b-736d584473e4,32,1,00:00:25.834,0,25,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['e76e0000-5f7b-4ac9-8b41-177c12ca80c1'],"[40.2, 32.2]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.834
56633f0c-34ff-480a-91b0-2c5a23f7475c,33,1,00:00:25.834,0,25,3,1.545181,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['389fe366-0007-4c44-bb8b-736d584473e4', 'b600fc2a-2ab3-4360-86df-557d95ac225d']","[40.2, 32.2]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,"[46.6, 23.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.834
b600fc2a-2ab3-4360-86df-557d95ac225d,34,1,00:00:27.379,0,27,3,1.450837,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['a8188c92-bc4a-4ad7-b820-74457ebb7a6b'],"[46.6, 23.3]",4406.0,Aymen Abdennour,5.0,Left Center Back,6596.0,José Luis Gayà Peña,20.44358,-1.1312141,1.0,Ground Pass,"[55.3, 4.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.379
a8188c92-bc4a-4ad7-b820-74457ebb7a6b,35,1,00:00:28.830,0,28,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['b600fc2a-2ab3-4360-86df-557d95ac225d'],"[55.3, 4.8]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83
9997c08a-5fe1-4e68-b0a2-5d1fc4125402,36,1,00:00:28.830,0,28,3,0.402453,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['a8188c92-bc4a-4ad7-b820-74457ebb7a6b', 'be3e3ffa-9b77-4b78-82d5-ef2f6569c75b']","[55.3, 4.8]",6596.0,José Luis Gayà Peña,6.0,Left Back,,,,,,,,,,,,"[55.3, 4.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.83
be3e3ffa-9b77-4b78-82d5-ef2f6569c75b,37,1,00:00:29.232,0,29,3,1.660746,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['42d237c7-b0a9-43d6-8aec-a10535d08ae3'],"[55.3, 4.8]",6596.0,José Luis Gayà Peña,6.0,Left Back,4406.0,Aymen Abdennour,16.760967,2.2250369,1.0,Ground Pass,"[45.1, 18.1]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.232
42d237c7-b0a9-43d6-8aec-a10535d08ae3,38,1,00:00:30.893,0,30,3,,42,Ball Receipt*,207,Valencia,4,From Throw In,207,Valencia,,,['be3e3ffa-9b77-4b78-82d5-ef2f6569c75b'],"[45.1, 18.1]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.893
2c7e695a-348e-4a43-8f90-b596803a9072,39,1,00:00:30.893,0,30,3,0.418004,43,Carry,207,Valencia,4,From Throw In,207,Valencia,,,"['42d237c7-b0a9-43d6-8aec-a10535d08ae3', '481188ee-9d7d-4b5b-afdb-9bca216e1888']","[45.1, 18.1]",4406.0,Aymen Abdennour,5.0,Left Center Back,,,,,,,,,,,,"[45.1, 18.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.893
481188ee-9d7d-4b5b-afdb-9bca216e1888,40,1,00:00:31.311,0,31,3,2.472889,30,Pass,207,Valencia,4,From Throw In,207,Valencia,,,['9995d784-3bf0-48e6-87f2-7162bd247b8a'],"[45.1, 18.1]",4406.0,Aymen Abdennour,5.0,Left Center Back,3638.0,Shkodran Mustafi,41.20995,1.8034154,1.0,Ground Pass,"[35.6, 58.2]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.311
