id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,off_camera,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,out,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_switch,pass_cross,foul_won_defensive,pass_technique_id,pass_technique_name,pass_outswinging,counterpress,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_through_ball,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,ball_recovery_recovery_failure,pass_inswinging,pass_cut_back,dribble_nutmeg,dribble_overrun,block_deflection,pass_goal_assist,clearance_left_foot,pass_straight,shot_aerial_won,shot_first_time,foul_committed_offensive,miscontrol_aerial_won,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,foul_committed_card_id,foul_committed_card_name,shot_saved_off_target,goalkeeper_shot_saved_off_target,foul_committed_advantage,foul_won_advantage,timestamp_seconds
f08f563e-4435-42ad-924f-71efe0f3a8d4,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,221,Levante UD,433.0,"[{'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6787, 'name': 'Pedro López Muñoz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 19}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 23943, 'name': 'Rubén García Santos'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
fc2c4790-3868-469e-b0e8-382f38b7bb25,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,221,Levante UD,1,Regular Play,219,RC Deportivo La Coruña,4231.0,"[{'player': {'id': 27305, 'name': 'Germán Darío Lux'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 23800, 'name': 'Laureano Sanabria Ruiz'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 6869, 'name': 'Alejandro Arribas Garrido'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 14}, {'player': {'id': 6777, 'name': 'Sidnei Rechel da Silva Júnior'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 12}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 5582, 'name': 'Celso Borges Mora'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 22}, {'player': {'id': 6733, 'name': 'Pedro Mosquera Parada'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 6728, 'name': 'Federico Nicolás Cartabia'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5724, 'name': 'Fayçal Fajr'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 19}, {'player': {'id': 25997, 'name': 'Jonás Manuel Gutiérrez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 24}, {'player': {'id': 6732, 'name': 'Lucas Pérez Martínez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
09fdcb02-4488-45b6-b186-96aa95d09450,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,219,RC Deportivo La Coruña,,,['be414a40-a373-41c2-881f-1e49550043a0'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
be414a40-a373-41c2-881f-1e49550043a0,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,221,Levante UD,1,Regular Play,221,Levante UD,,,['09fdcb02-4488-45b6-b186-96aa95d09450'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
b2d1e3ea-f197-49c4-9a03-82048837e7ba,5,1,00:00:01.003,0,1,2,2.696408,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['6ae225f1-14ea-460d-9361-b2d930654fe8'],True,"[60.0, 40.0]",6684.0,Roger Martí Salvador,23.0,Center Forward,6647.0,Zouhair Feddal,32.383484,-2.6599913,1.0,Ground Pass,"[31.3, 25.0]",65.0,Kick Off,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.003
6ae225f1-14ea-460d-9361-b2d930654fe8,6,1,00:00:03.700,0,3,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['b2d1e3ea-f197-49c4-9a03-82048837e7ba'],,"[31.3, 25.0]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7
e281fdc3-c57d-4bac-b40b-7e9792051403,7,1,00:00:04.451,0,4,2,1.362254,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['a1fcaf7a-2dd7-4eba-bf00-bf728002ea8e'],,"[34.8, 24.2]",6647.0,Zouhair Feddal,5.0,Left Center Back,26012.0,David Navarro Pedrós,13.656135,1.8299836,1.0,Ground Pass,"[31.3, 37.4]",,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.451
a1fcaf7a-2dd7-4eba-bf00-bf728002ea8e,8,1,00:00:05.813,0,5,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['e281fdc3-c57d-4bac-b40b-7e9792051403'],,"[31.3, 37.4]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.813
d8c73912-d7ab-44f1-b7fd-b7f770781d2b,9,1,00:00:05.813,0,5,2,2.28,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['612901b3-6b8e-4097-95d0-76884945c58b', 'a1fcaf7a-2dd7-4eba-bf00-bf728002ea8e']",,"[31.3, 37.4]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,"[27.2, 35.6]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.813
612901b3-6b8e-4097-95d0-76884945c58b,10,1,00:00:08.093,0,8,2,1.850988,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['0f8a6968-3254-4b3d-a39d-3bd2aefe4409'],,"[27.2, 35.6]",26012.0,David Navarro Pedrós,3.0,Right Center Back,6647.0,Zouhair Feddal,22.378784,-1.3865464,1.0,Ground Pass,"[31.3, 13.6]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.093
0f8a6968-3254-4b3d-a39d-3bd2aefe4409,11,1,00:00:09.944,0,9,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['612901b3-6b8e-4097-95d0-76884945c58b'],,"[31.3, 13.6]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.944
98e9aaed-9789-4a8c-9439-40007a97189d,12,1,00:00:09.944,0,9,2,3.493443,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['0f8a6968-3254-4b3d-a39d-3bd2aefe4409', '2ddc28e6-0554-4cfb-bcb3-8c143a12454f', 'f53f66ea-f7d3-48a5-ac88-e823de36f1de']",,"[31.3, 13.6]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[40.0, 5.8]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.944
f53f66ea-f7d3-48a5-ac88-e823de36f1de,13,1,00:00:11.868,0,11,2,1.644753,17,Pressure,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,"['2ddc28e6-0554-4cfb-bcb3-8c143a12454f', '98e9aaed-9789-4a8c-9439-40007a97189d']",,"[83.1, 68.2]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.868
2ddc28e6-0554-4cfb-bcb3-8c143a12454f,14,1,00:00:13.437,0,13,2,3.894623,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['09359c00-cb66-41ef-bc4f-c1143a63a5fe', '26b17b75-2c6f-4871-9c6b-f55e83180149', 'f53f66ea-f7d3-48a5-ac88-e823de36f1de']",,"[40.0, 5.8]",6647.0,Zouhair Feddal,5.0,Left Center Back,23943.0,Rubén García Santos,52.762962,0.3643163,3.0,High Pass,"[89.3, 24.6]",,,38.0,Left Foot,,True,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.437
16f4ac2c-bb47-4826-9100-d500c3a23c86,15,1,00:00:15.382,0,15,2,0.547474,17,Pressure,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,,,"[45.1, 61.8]",6869.0,Alejandro Arribas Garrido,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.382
26b17b75-2c6f-4871-9c6b-f55e83180149,16,1,00:00:17.332,0,17,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['2ddc28e6-0554-4cfb-bcb3-8c143a12454f'],,"[87.3, 25.0]",23943.0,Rubén García Santos,21.0,Left Wing,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.332
09359c00-cb66-41ef-bc4f-c1143a63a5fe,17,1,00:00:17.332,0,17,2,0.0,2,Ball Recovery,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,['2ddc28e6-0554-4cfb-bcb3-8c143a12454f'],,"[30.8, 55.5]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.332
056a4441-d4eb-4181-b04b-d73d1042f1f0,18,1,00:00:17.332,0,17,2,1.116989,43,Carry,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,"['09359c00-cb66-41ef-bc4f-c1143a63a5fe', 'cef606f5-6ebb-4939-8123-dd757611b8ef']",,"[30.8, 55.5]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,,,,,,,,,,,,"[34.1, 53.8]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.332
cef606f5-6ebb-4939-8123-dd757611b8ef,19,1,00:00:18.449,0,18,2,1.917323,30,Pass,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,"['14cb39b9-4d97-4395-831c-2fed8efe2d55', 'a01a0258-a7b1-444e-b6d1-c96736679405']",,"[34.1, 53.8]",6777.0,Sidnei Rechel da Silva Júnior,5.0,Left Center Back,6732.0,Lucas Pérez Martínez,30.748333,-0.12717871,2.0,Low Pass,"[64.6, 49.9]",,,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.449
14cb39b9-4d97-4395-831c-2fed8efe2d55,20,1,00:00:20.366,0,20,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,['cef606f5-6ebb-4939-8123-dd757611b8ef'],,"[54.2, 47.3]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.366
a01a0258-a7b1-444e-b6d1-c96736679405,21,1,00:00:20.366,0,20,2,0.0,2,Ball Recovery,221,Levante UD,9,From Kick Off,221,Levante UD,,,['cef606f5-6ebb-4939-8123-dd757611b8ef'],,"[55.5, 30.2]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.366
80dcd4d0-4a6c-4fed-baec-b5cc64f7c9aa,22,1,00:00:20.366,0,20,2,1.823115,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['945add31-a00e-4934-bbc4-d1262f8a2df0', 'a01a0258-a7b1-444e-b6d1-c96736679405']",,"[55.5, 30.2]",26012.0,David Navarro Pedrós,3.0,Right Center Back,,,,,,,,,,,,"[59.7, 33.3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.366
945add31-a00e-4934-bbc4-d1262f8a2df0,23,1,00:00:22.189,0,22,2,2.586606,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['8167d865-5925-4848-acc6-42bb6870fde5'],,"[59.7, 33.3]",26012.0,David Navarro Pedrós,3.0,Right Center Back,6787.0,Pedro López Muñoz,31.963104,1.989656,1.0,Ground Pass,"[46.7, 62.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.189
8167d865-5925-4848-acc6-42bb6870fde5,24,1,00:00:24.776,0,24,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['945add31-a00e-4934-bbc4-d1262f8a2df0'],,"[46.7, 62.5]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.776
a91eccd9-25e6-4780-8ce6-9e513baa10c0,25,1,00:00:24.776,0,24,2,1.286111,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['278573fc-8262-4f18-88c5-99d605424dd4', '8167d865-5925-4848-acc6-42bb6870fde5']",,"[46.7, 62.5]",6787.0,Pedro López Muñoz,2.0,Right Back,,,,,,,,,,,,"[40.6, 62.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.776
278573fc-8262-4f18-88c5-99d605424dd4,26,1,00:00:26.062,0,26,2,2.505018,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['4ab167a4-404a-4659-9cad-e91a806ce8d9'],,"[40.6, 62.5]",6787.0,Pedro López Muñoz,2.0,Right Back,6730.0,Rubén Iván Martínez Andrade,28.420063,-2.4959803,1.0,Ground Pass,"[17.9, 45.4]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.062
4ab167a4-404a-4659-9cad-e91a806ce8d9,27,1,00:00:28.567,0,28,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['278573fc-8262-4f18-88c5-99d605424dd4'],,"[17.9, 45.4]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.567
99b47d11-584d-45ae-b1d3-ad45d17a1ce3,28,1,00:00:28.567,0,28,2,0.864524,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['4ab167a4-404a-4659-9cad-e91a806ce8d9', 'f681ad3e-5b17-4473-871d-58ee87376e72']",,"[17.9, 45.4]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,"[17.9, 45.4]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.567
f681ad3e-5b17-4473-871d-58ee87376e72,29,1,00:00:29.432,0,29,2,2.161731,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['76b9ba4b-c47e-4b27-ae55-257fe727b511'],,"[17.9, 45.4]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,6647.0,Zouhair Feddal,32.035294,-1.2036225,1.0,Ground Pass,"[29.4, 15.5]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.432
76b9ba4b-c47e-4b27-ae55-257fe727b511,30,1,00:00:31.593,0,31,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['f681ad3e-5b17-4473-871d-58ee87376e72'],,"[29.4, 15.5]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.593
323fb54f-d694-4c9b-b143-6a0b798b384f,31,1,00:00:31.593,0,31,2,2.411469,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['3ced6150-ee31-4db4-b2ff-3e4abb434379', '76b9ba4b-c47e-4b27-ae55-257fe727b511']",,"[29.4, 15.5]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[36.3, 12.9]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.593
3ced6150-ee31-4db4-b2ff-3e4abb434379,32,1,00:00:34.005,0,34,2,1.072264,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['03007e02-9f8d-4452-b942-656af861fbe5'],,"[36.3, 12.9]",6647.0,Zouhair Feddal,5.0,Left Center Back,6784.0,Antonio García Aranda,14.480677,-0.65316933,1.0,Ground Pass,"[47.8, 4.1]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.005
03007e02-9f8d-4452-b942-656af861fbe5,33,1,00:00:35.077,0,35,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['3ced6150-ee31-4db4-b2ff-3e4abb434379'],,"[47.8, 4.1]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.077
0a78c6b8-19f6-4134-9a0b-299c6b9c2305,34,1,00:00:35.077,0,35,2,1.196737,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['03007e02-9f8d-4452-b942-656af861fbe5', '3088bf9a-a699-49c6-b8e2-32d263d626a3', '9202057c-cd48-4dd0-a3e5-e70b8f815d6b']",,"[47.8, 4.1]",6784.0,Antonio García Aranda,6.0,Left Back,,,,,,,,,,,,"[49.1, 4.1]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.077
3088bf9a-a699-49c6-b8e2-32d263d626a3,35,1,00:00:35.228,0,35,2,1.119603,17,Pressure,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,"['0a78c6b8-19f6-4134-9a0b-299c6b9c2305', '9202057c-cd48-4dd0-a3e5-e70b8f815d6b']",,"[67.4, 76.0]",6728.0,Federico Nicolás Cartabia,17.0,Right Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.228
9202057c-cd48-4dd0-a3e5-e70b8f815d6b,36,1,00:00:36.274,0,36,2,1.838811,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['3088bf9a-a699-49c6-b8e2-32d263d626a3', '4fd86b7b-1fcc-46ef-b742-2e98e1cb417d']",,"[49.1, 4.1]",6784.0,Antonio García Aranda,6.0,Left Back,6647.0,Zouhair Feddal,19.334167,2.9857974,1.0,Ground Pass,"[30.0, 7.1]",,,38.0,Left Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.274
4fd86b7b-1fcc-46ef-b742-2e98e1cb417d,37,1,00:00:38.113,0,38,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,['9202057c-cd48-4dd0-a3e5-e70b8f815d6b'],,"[30.0, 7.1]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.113
112c532f-8b28-436b-9389-6f882366b68d,38,1,00:00:38.113,0,38,2,0.862503,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['4fd86b7b-1fcc-46ef-b742-2e98e1cb417d', 'f39fe300-a078-4387-b132-b53239662a41']",,"[30.0, 7.1]",6647.0,Zouhair Feddal,5.0,Left Center Back,,,,,,,,,,,,"[30.0, 7.1]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.113
f39fe300-a078-4387-b132-b53239662a41,39,1,00:00:38.975,0,38,2,2.1414,30,Pass,221,Levante UD,9,From Kick Off,221,Levante UD,,,['81aa6c2d-77c2-4517-b56c-19abb88cb995'],,"[30.0, 7.1]",6647.0,Zouhair Feddal,5.0,Left Center Back,6730.0,Rubén Iván Martínez Andrade,34.90129,2.2057016,1.0,Ground Pass,"[9.3, 35.2]",,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.975
99e0209c-baae-4618-a4c7-aed61fda0c4c,40,1,00:00:40.771,0,40,2,2.375577,17,Pressure,221,Levante UD,9,From Kick Off,219,RC Deportivo La Coruña,,,"['5ff3836d-6e7a-44c5-af82-37dcf204855a', '81aa6c2d-77c2-4517-b56c-19abb88cb995']",,"[102.8, 54.4]",6732.0,Lucas Pérez Martínez,23.0,Center Forward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.771
81aa6c2d-77c2-4517-b56c-19abb88cb995,41,1,00:00:41.116,0,41,2,,42,Ball Receipt*,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['99e0209c-baae-4618-a4c7-aed61fda0c4c', 'f39fe300-a078-4387-b132-b53239662a41']",,"[9.3, 35.2]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.116
5ff3836d-6e7a-44c5-af82-37dcf204855a,42,1,00:00:41.116,0,41,2,2.030974,43,Carry,221,Levante UD,9,From Kick Off,221,Levante UD,,,"['81aa6c2d-77c2-4517-b56c-19abb88cb995', '99e0209c-baae-4618-a4c7-aed61fda0c4c', 'b922b7a9-49d6-4848-8888-c9bc899c1b3b']",,"[9.3, 35.2]",6730.0,Rubén Iván Martínez Andrade,1.0,Goalkeeper,,,,,,,,,,,,"[12.1, 48.4]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.116
