id,index,period,timestamp,minute,second,possession,duration,type_id,type_name,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,tactics_formation,tactics_lineup,related_events,location,player_id,player_name,position_id,position_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry_end_location,under_pressure,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_cross,out,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_switch,pass_technique_id,pass_technique_name,pass_straight,clearance_head,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,interception_outcome_id,interception_outcome_name,pass_aerial_won,off_camera,dribble_overrun,dribble_outcome_id,dribble_outcome_name,clearance_aerial_won,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_aerial_won,shot_freeze_frame,goalkeeper_end_location,goalkeeper_position_id,goalkeeper_position_name,dribble_nutmeg,clearance_left_foot,foul_committed_type_id,foul_committed_type_name,foul_won_defensive,shot_first_time,miscontrol_aerial_won,pass_outswinging,bad_behaviour_card_id,bad_behaviour_card_name,pass_inswinging,goalkeeper_technique_id,goalkeeper_technique_name,foul_committed_card_id,foul_committed_card_name,foul_committed_advantage,foul_won_advantage,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,pass_through_ball,ball_recovery_recovery_failure,block_offensive,pass_goal_assist,shot_one_on_one,timestamp_seconds
0ead618a-52a0-4b10-aa2a-495fa94ab349,1,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,207,Valencia,4141.0,"[{'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 27482, 'name': 'Aderllan Leandro de Jesus Santos'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6596, 'name': 'José Luis Gayà Peña'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 14}, {'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5186, 'name': 'Denis Cheryshev'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
d8675621-81ef-49fd-b582-78d08db2eaaa,2,1,00:00:00.000,0,0,1,0.0,35,Starting XI,207,Valencia,1,Regular Play,215,Athletic Club,4231.0,"[{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6386, 'name': 'Eneko Bóveda Altube'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6788, 'name': 'Xabier Etxeita Gorritxategi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 4353, 'name': 'Aymeric Laporte'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 6789, 'name': 'Mikel Balenziaga Oruesagasti'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 12191, 'name': 'Gorka Elustondo Urkola'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 3}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6656, 'name': 'Mikel Rico Moreno'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 6666, 'name': 'Sabin Merino Zuloaga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 25}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
52c5d576-1dbd-4dcc-871d-d5c4d2ed836b,3,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,215,Athletic Club,,,['3eb75da9-ec9d-4fb6-b86c-7c4d3d945a82'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3eb75da9-ec9d-4fb6-b86c-7c4d3d945a82,4,1,00:00:00.000,0,0,1,0.0,18,Half Start,207,Valencia,1,Regular Play,207,Valencia,,,['52c5d576-1dbd-4dcc-871d-d5c4d2ed836b'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
331cab15-9327-405a-9fa4-c645715fa172,5,1,00:00:00.353,0,0,2,0.978049,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['16277443-16e0-4e80-baa4-3af41b63f6bf'],"[61.0, 40.1]",6842.0,Iker Muniain Goñi,21.0,Left Wing,6656.0,Mikel Rico Moreno,3.342155,2.25021,1.0,Ground Pass,"[58.9, 42.7]",40.0,Right Foot,65.0,Kick Off,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353
16277443-16e0-4e80-baa4-3af41b63f6bf,6,1,00:00:01.331,0,1,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['331cab15-9327-405a-9fa4-c645715fa172'],"[58.9, 42.7]",6656.0,Mikel Rico Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331
19abaca5-e682-4ff9-ac24-98bd7f877936,7,1,00:00:01.331,0,1,2,0.076045,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['16277443-16e0-4e80-baa4-3af41b63f6bf', 'f08aece7-0d8c-45be-8a5c-e214e29f03ca']","[58.9, 42.7]",6656.0,Mikel Rico Moreno,19.0,Center Attacking Midfield,,,,,,,,,,,,"[58.6, 42.7]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.331
f08aece7-0d8c-45be-8a5c-e214e29f03ca,8,1,00:00:01.407,0,1,2,2.000419,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['dec0a37d-2e28-47f3-a5de-c9a50de95280'],"[58.6, 42.7]",6656.0,Mikel Rico Moreno,19.0,Center Attacking Midfield,4353.0,Aymeric Laporte,23.975405,-3.0622616,1.0,Ground Pass,"[34.7, 40.8]",40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.407
dec0a37d-2e28-47f3-a5de-c9a50de95280,9,1,00:00:03.408,0,3,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['f08aece7-0d8c-45be-8a5c-e214e29f03ca'],"[34.7, 40.8]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.408
8fcb83e3-01d2-49a3-b790-d1ad95d2b15a,10,1,00:00:03.408,0,3,2,0.929607,43,Carry,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,"['4d450d11-269f-4262-ab47-fe3e7ffc6528', 'dec0a37d-2e28-47f3-a5de-c9a50de95280']","[34.7, 40.8]",4353.0,Aymeric Laporte,5.0,Left Center Back,,,,,,,,,,,,"[35.0, 40.2]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.408
4d450d11-269f-4262-ab47-fe3e7ffc6528,11,1,00:00:04.337,0,4,2,1.625831,30,Pass,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['2d1e4e70-ac84-4683-8dd4-4493e8b96fb9'],"[35.0, 40.2]",4353.0,Aymeric Laporte,5.0,Left Center Back,6788.0,Xabier Etxeita Gorritxategi,20.2,1.7701336,1.0,Ground Pass,"[31.0, 60.0]",38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.337
2d1e4e70-ac84-4683-8dd4-4493e8b96fb9,12,1,00:00:05.963,0,5,2,,42,Ball Receipt*,215,Athletic Club,9,From Kick Off,215,Athletic Club,,,['4d450d11-269f-4262-ab47-fe3e7ffc6528'],"[31.0, 60.0]",6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963
